,url,nameAndUniverse
6104,http://marvel.wikia.com/wiki/Doctor_Kapany_(Earth-616),Doctor Kapany (Earth-616)
6105,http://marvel.wikia.com/wiki/Doctor_Keller_(Earth-616),Doctor Keller (Earth-616)
6106,http://marvel.wikia.com/wiki/Doctor_Ketola_(Earth-616),Doctor Ketola (Earth-616)
6107,http://marvel.wikia.com/wiki/Doctor_Killcraven_(Earth-616),Doctor Killcraven (Earth-616)
6108,http://marvel.wikia.com/wiki/Doctor_Klutch_(Earth-616),Doctor Klutch (Earth-616)
6109,http://marvel.wikia.com/wiki/Doctor_Koch_(Earth-616),Doctor Koch (Earth-616)
6110,http://marvel.wikia.com/wiki/Doctor_Kohn_(Earth-616),Doctor Kohn (Earth-616)
6111,http://marvel.wikia.com/wiki/Doctor_Kraver_(Earth-616),Doctor Kraver (Earth-616)
6112,http://marvel.wikia.com/wiki/Doctor_Kurarkill_(Earth-616),Doctor Kurarkill (Earth-616)
6113,http://marvel.wikia.com/wiki/Doctor_Lammon_(Earth-616),Doctor Lammon (Earth-616)
6114,http://marvel.wikia.com/wiki/Doctor_Lang_(The_Big_Boss)_(Earth-616),Doctor Lang (The Big Boss) (Earth-616)
6115,http://marvel.wikia.com/wiki/Doctor_Leery_(Earth-616),Doctor Leery (Earth-616)
6116,http://marvel.wikia.com/wiki/Doctor_Lin_(Earth-616),Doctor Lin (Earth-616)
6117,http://marvel.wikia.com/wiki/Doctor_Lisk_(Earth-616),Doctor Lisk (Earth-616)
6118,http://marvel.wikia.com/wiki/Doctor_Locke_(Earth-616),Doctor Locke (Earth-616)
6119,http://marvel.wikia.com/wiki/Doctor_Lorrof_(Earth-616),Doctor Lorrof (Earth-616)
6120,http://marvel.wikia.com/wiki/Doctor_Lusk_(Earth-616),Doctor Lusk (Earth-616)
6121,http://marvel.wikia.com/wiki/Doctor_Luville_(Earth-616),Doctor Luville (Earth-616)
6122,http://marvel.wikia.com/wiki/Doctor_Macabre_(Earth-616),Doctor Macabre (Earth-616)
6123,http://marvel.wikia.com/wiki/Doctor_Malheur_(Earth-616),Doctor Malheur (Earth-616)
6124,http://marvel.wikia.com/wiki/Doctor_Manyac_(Earth-616),Doctor Manyac (Earth-616)
6125,http://marvel.wikia.com/wiki/Doctor_Markov_(Earth-616),Doctor Markov (Earth-616)
6126,http://marvel.wikia.com/wiki/Doctor_Meatball_(Earth-616),Doctor Meatball (Earth-616)
6127,http://marvel.wikia.com/wiki/Doctor_Mefis_(Earth-616),Doctor Mefis (Earth-616)
6128,http://marvel.wikia.com/wiki/Doctor_Merkel_(Earth-616),Doctor Merkel (Earth-616)
6129,http://marvel.wikia.com/wiki/Doctor_Mime_(Earth-616),Doctor Mime (Earth-616)
6130,http://marvel.wikia.com/wiki/Doctor_Mohan_(Earth-616),Doctor Mohan (Earth-616)
6131,http://marvel.wikia.com/wiki/Doctor_Molinari_(Earth-616),Doctor Molinari (Earth-616)
6132,http://marvel.wikia.com/wiki/Doctor_Narr_(Earth-616),Doctor Narr (Earth-616)
6133,http://marvel.wikia.com/wiki/Doctor_Necrosis_(Earth-616),Doctor Necrosis (Earth-616)
6134,http://marvel.wikia.com/wiki/Doctor_Nichi_(Earth-616),Doctor Nichi (Earth-616)
6135,http://marvel.wikia.com/wiki/Doctor_Nichols_(Earth-616),Doctor Nichols (Earth-616)
6136,http://marvel.wikia.com/wiki/Doctor_Nitro_(Earth-616),Doctor Nitro (Earth-616)
6137,http://marvel.wikia.com/wiki/Doctor_Noc_(Earth-616),Doctor Noc (Earth-616)
6138,http://marvel.wikia.com/wiki/Doctor_Nod_(Earth-616),Doctor Nod (Earth-616)
6139,http://marvel.wikia.com/wiki/Doctor_Nosexy_(Earth-616),Doctor Nosexy (Earth-616)
6140,http://marvel.wikia.com/wiki/Doctor_Octopus_(Tsum_Tsum)_(Earth-616),Doctor Octopus (Tsum Tsum) (Earth-616)
6141,http://marvel.wikia.com/wiki/Doctor_Ogada_(Earth-616),Doctor Ogada (Earth-616)
6142,http://marvel.wikia.com/wiki/Doctor_Osbourne_(Earth-616),Doctor Osbourne (Earth-616)
6143,http://marvel.wikia.com/wiki/Doctor_Parker_(Earth-616),Doctor Parker (Earth-616)
6144,http://marvel.wikia.com/wiki/Doctor_Powell_(Earth-616),Doctor Powell (Earth-616)
6145,http://marvel.wikia.com/wiki/Doctor_Ramsey_(Earth-616),Doctor Ramsey (Earth-616)
6146,http://marvel.wikia.com/wiki/Doctor_Rhonik_(Earth-616),Doctor Rhonik (Earth-616)
6147,http://marvel.wikia.com/wiki/Doctor_Rocket_(Earth-616),Doctor Rocket (Earth-616)
6148,http://marvel.wikia.com/wiki/Doctor_Rogan_(Earth-616),Doctor Rogan (Earth-616)
6149,http://marvel.wikia.com/wiki/Doctor_Ronald_(Earth-616),Doctor Ronald (Earth-616)
6150,http://marvel.wikia.com/wiki/Doctor_Satan_(Earth-616),Doctor Satan (Earth-616)
6151,http://marvel.wikia.com/wiki/Doctor_Saturn_(Earth-616),Doctor Saturn (Earth-616)
6152,http://marvel.wikia.com/wiki/Doctor_Scarabeus_(Earth-616),Doctor Scarabeus (Earth-616)
6153,http://marvel.wikia.com/wiki/Doctor_Scarr_(Earth-616),Doctor Scarr (Earth-616)
6154,http://marvel.wikia.com/wiki/Doctor_Skelton_(Earth-616),Doctor Skelton (Earth-616)
6155,http://marvel.wikia.com/wiki/Doctor_Smart_(Earth-616),Doctor Smart (Earth-616)
6156,http://marvel.wikia.com/wiki/Doctor_Stack_(Earth-616),Doctor Stack (Earth-616)
6157,http://marvel.wikia.com/wiki/Doctor_Steven_(Earth-616),Doctor Steven (Earth-616)
6158,http://marvel.wikia.com/wiki/Doctor_Strasser_(Earth-616),Doctor Strasser (Earth-616)
6159,http://marvel.wikia.com/wiki/Doctor_Stuart_(Earth-616),Doctor Stuart (Earth-616)
6160,http://marvel.wikia.com/wiki/Doctor_Suki_(Earth-616),Doctor Suki (Earth-616)
6161,http://marvel.wikia.com/wiki/Doctor_Suki_(II)_(Earth-616),Doctor Suki (II) (Earth-616)
6162,http://marvel.wikia.com/wiki/Doctor_Sun_(Earth-616),Doctor Sun (Earth-616)
6163,http://marvel.wikia.com/wiki/Doctor_Sykes_(Earth-616),Doctor Sykes (Earth-616)
6164,http://marvel.wikia.com/wiki/Doctor_Tambura_(Earth-616),Doctor Tambura (Earth-616)
6165,http://marvel.wikia.com/wiki/Doctor_Tannenbaum_(Earth-616),Doctor Tannenbaum (Earth-616)
6166,http://marvel.wikia.com/wiki/Doctor_Thaxton_(Earth-616),Doctor Thaxton (Earth-616)
6167,http://marvel.wikia.com/wiki/Doctor_Throttle_(Earth-616),Doctor Throttle (Earth-616)
6168,http://marvel.wikia.com/wiki/Doctor_Todd_(Earth-616),Doctor Todd (Earth-616)
6169,http://marvel.wikia.com/wiki/Doctor_Tramma_(Earth-616),Doctor Tramma (Earth-616)
6170,http://marvel.wikia.com/wiki/Doctor_Udaku_(Earth-616),Doctor Udaku (Earth-616)
6171,http://marvel.wikia.com/wiki/Doctor_Van_Eyck_(Earth-616),Doctor Van Eyck (Earth-616)
6172,http://marvel.wikia.com/wiki/Doctor_Varghese_(Earth-616),Doctor Varghese (Earth-616)
6173,http://marvel.wikia.com/wiki/Doctor_von_Helstog_(Earth-616),Doctor von Helstog (Earth-616)
6174,http://marvel.wikia.com/wiki/Doctor_Vryolak_(Earth-616),Doctor Vryolak (Earth-616)
6175,http://marvel.wikia.com/wiki/Doctor_Watson_(Earth-616),Doctor Watson (Earth-616)
6176,http://marvel.wikia.com/wiki/Doctor_Weber_(Earth-616),Doctor Weber (Earth-616)
6177,http://marvel.wikia.com/wiki/Doctor_Weems_(Earth-616),Doctor Weems (Earth-616)
6178,http://marvel.wikia.com/wiki/Doctor_Weird_(Earth-616),Doctor Weird (Earth-616)
6179,http://marvel.wikia.com/wiki/Doctor_Weisman_(Earth-616),Doctor Weisman (Earth-616)
6180,http://marvel.wikia.com/wiki/Doctor_Weissmann_(Earth-616),Doctor Weissmann (Earth-616)
6181,http://marvel.wikia.com/wiki/Doctor_Weller_(Earth-616),Doctor Weller (Earth-616)
6182,http://marvel.wikia.com/wiki/Doctor_Wilson_(Earth-616),Doctor Wilson (Earth-616)
6183,http://marvel.wikia.com/wiki/Doctor_Yao_(Earth-616),Doctor Yao (Earth-616)
6184,http://marvel.wikia.com/wiki/Doctor_Yesterday_(Earth-616),Doctor Yesterday (Earth-616)
6185,http://marvel.wikia.com/wiki/Doctor_Yokotio_(Earth-616),Doctor Yokotio (Earth-616)
6186,http://marvel.wikia.com/wiki/Doctor_Zeus_(Earth-616),Doctor Zeus (Earth-616)
6187,http://marvel.wikia.com/wiki/Doctor_Zu_(Earth-616),Doctor Zu (Earth-616)
6188,http://marvel.wikia.com/wiki/Doctorangutan_(Earth-616),Doctorangutan (Earth-616)
6189,http://marvel.wikia.com/wiki/Doe_Eyes_(Earth-616),Doe Eyes (Earth-616)
6190,http://marvel.wikia.com/wiki/Doeke_Riebeeck_(Earth-616),Doeke Riebeeck (Earth-616)
6191,http://marvel.wikia.com/wiki/Dog_(China_Force)_(Earth-616),Dog (China Force) (Earth-616)
6192,http://marvel.wikia.com/wiki/Dog_Logan_(Earth-616),Dog Logan (Earth-616)
6193,http://marvel.wikia.com/wiki/Doggerel_(Earth-616),Doggerel (Earth-616)
6194,http://marvel.wikia.com/wiki/Dogma_(Earth-616),Dogma (Earth-616)
6195,http://marvel.wikia.com/wiki/Doka_(Snakeroot)_(Earth-616),Doka (Snakeroot) (Earth-616)
6196,http://marvel.wikia.com/wiki/Doll_Hardiaken_(Earth-616),Doll Hardiaken (Earth-616)
6197,http://marvel.wikia.com/wiki/Dolly_Donahue_(Earth-616),Dolly Donahue (Earth-616)
6198,http://marvel.wikia.com/wiki/Dolores_Downing_(Earth-616),Dolores Downing (Earth-616)
6199,http://marvel.wikia.com/wiki/Dolph_Dongen_(Earth-616),Dolph Dongen (Earth-616)
6200,http://marvel.wikia.com/wiki/Domina_(Earth-616),Domina (Earth-616)
6201,http://marvel.wikia.com/wiki/Dominex_(Earth-616),Dominex (Earth-616)
6202,http://marvel.wikia.com/wiki/Dominguez_(P.S._20)_(Earth-616),Dominguez (P.S. 20) (Earth-616)
6203,http://marvel.wikia.com/wiki/Domini_(Earth-616),Domini (Earth-616)
6204,http://marvel.wikia.com/wiki/Dominic_Destine_(Earth-616),Dominic Destine (Earth-616)
6205,http://marvel.wikia.com/wiki/Dominic_Dunsinane_(Earth-616),Dominic Dunsinane (Earth-616)
6206,http://marvel.wikia.com/wiki/Dominic_Geraci_(Earth-616),Dominic Geraci (Earth-616)
6207,http://marvel.wikia.com/wiki/Dominic_Tyrone_(Earth-616),Dominic Tyrone (Earth-616)
6208,http://marvel.wikia.com/wiki/Dominicus_Pierce_(Earth-616),Dominicus Pierce (Earth-616)
6209,http://marvel.wikia.com/wiki/Dominikos_Petrakis_(Earth-616),Dominikos Petrakis (Earth-616)
6210,http://marvel.wikia.com/wiki/Dominique_Levant_(Earth-616),Dominique Levant (Earth-616)
6211,http://marvel.wikia.com/wiki/Dominique_Morom_(Earth-616),Dominique Morom (Earth-616)
6212,http://marvel.wikia.com/wiki/Dominocanicus_(Earth-616),Dominocanicus (Earth-616)
6213,http://marvel.wikia.com/wiki/Dominor_(Earth-616),Dominor (Earth-616)
6214,http://marvel.wikia.com/wiki/Dominor_(Inhuman)_(Earth-616),Dominor (Inhuman) (Earth-616)
6215,http://marvel.wikia.com/wiki/Dominus_(Earth-616),Dominus (Earth-616)
6216,http://marvel.wikia.com/wiki/Dominus_(Inhuman)_(Earth-616),Dominus (Inhuman) (Earth-616)
6217,http://marvel.wikia.com/wiki/Domitian_(Earth-616),Domitian (Earth-616)
6218,http://marvel.wikia.com/wiki/Domo_(Earth-616),Domo (Earth-616)
6219,http://marvel.wikia.com/wiki/Don_Alfano_(Earth-200111),Don Alfano (Earth-200111)
6220,http://marvel.wikia.com/wiki/Don_Anderson_(Earth-616),Don Anderson (Earth-616)
6221,http://marvel.wikia.com/wiki/Don_Caldwell_(Earth-616),Don Caldwell (Earth-616)
6222,http://marvel.wikia.com/wiki/Don_Garafolo_(Earth-200111),Don Garafolo (Earth-200111)
6223,http://marvel.wikia.com/wiki/Don_Gardner_(Earth-616),Don Gardner (Earth-616)
6224,http://marvel.wikia.com/wiki/Don_Hammond_(Earth-616),Don Hammond (Earth-616)
6225,http://marvel.wikia.com/wiki/Don_Heck_(Earth-616),Don Heck (Earth-616)
6226,http://marvel.wikia.com/wiki/Don_Hertz_(Earth-616),Don Hertz (Earth-616)
6227,http://marvel.wikia.com/wiki/Don_Johnson_(Earth-616),Don Johnson (Earth-616)
6228,http://marvel.wikia.com/wiki/Don_Jose_Del_Iturbide_(Earth-616),Don Jose Del Iturbide (Earth-616)
6229,http://marvel.wikia.com/wiki/Category:Male_Characters,"[+]  Male Characters‎ (1 C, 42,623 P)

"
6230,http://marvel.wikia.com/wiki/Don_Krug_(Earth-616),Don Krug (Earth-616)
6231,http://marvel.wikia.com/wiki/Don_Marshall_(Earth-616),Don Marshall (Earth-616)
6232,http://marvel.wikia.com/wiki/Don_of_the_Dead_(Earth-616),Don of the Dead (Earth-616)
6233,http://marvel.wikia.com/wiki/Don_Parisi_(Earth-616),Don Parisi (Earth-616)
6234,http://marvel.wikia.com/wiki/Don_Reinman_(Earth-616),Don Reinman (Earth-616)
6235,http://marvel.wikia.com/wiki/Don_Remming_(Earth-616),Don Remming (Earth-616)
6236,http://marvel.wikia.com/wiki/Don_Rogers_(Earth-616),Don Rogers (Earth-616)
6237,http://marvel.wikia.com/wiki/Don_Russell_(Earth-616),Don Russell (Earth-616)
6238,http://marvel.wikia.com/wiki/Don_Scarpone_(Earth-616),Don Scarpone (Earth-616)
6239,http://marvel.wikia.com/wiki/Don_Stevens_(Earth-616),Don Stevens (Earth-616)
6240,http://marvel.wikia.com/wiki/Don_the_Lobster_(Earth-616),Don the Lobster (Earth-616)
6241,http://marvel.wikia.com/wiki/Don_Thomas_(Earth-616),Don Thomas (Earth-616)
6242,http://marvel.wikia.com/wiki/Don_Winston_(Earth-616),Don Winston (Earth-616)
6243,http://marvel.wikia.com/wiki/Dona_Little_(Earth-616),Dona Little (Earth-616)
6244,http://marvel.wikia.com/wiki/Donal_MacLlanllwyr_(Earth-616),Donal MacLlanllwyr (Earth-616)
6245,http://marvel.wikia.com/wiki/Donal_O%27Bradaigh_(Earth-616),Donal O'Bradaigh (Earth-616)
6246,http://marvel.wikia.com/wiki/Donal_Shaughnessy_(Earth-616),Donal Shaughnessy (Earth-616)
6247,http://marvel.wikia.com/wiki/Donald_Birch_(Earth-616),Donald Birch (Earth-616)
6248,http://marvel.wikia.com/wiki/Donald_Blake_(Earth-616),Donald Blake (Earth-616)
6249,http://marvel.wikia.com/wiki/Donald_Blake_(Heroes_Reborn)_(Earth-616),Donald Blake (Heroes Reborn) (Earth-616)
6250,http://marvel.wikia.com/wiki/Donald_Blake_(Mystic_Spell)_(Earth-616),Donald Blake (Mystic Spell) (Earth-616)
6251,http://marvel.wikia.com/wiki/Donald_Callahan_(Earth-616),Donald Callahan (Earth-616)
6252,http://marvel.wikia.com/wiki/Donald_Clendenon_(Earth-616),Donald Clendenon (Earth-616)
6253,http://marvel.wikia.com/wiki/Donald_Gill_(Earth-616),Donald Gill (Earth-616)
6254,http://marvel.wikia.com/wiki/Donald_Grant_(Earth-616),Donald Grant (Earth-616)
6255,http://marvel.wikia.com/wiki/Donald_Hart_(Earth-616),Donald Hart (Earth-616)
6256,http://marvel.wikia.com/wiki/Donald_Jones_(Earth-616),Donald Jones (Earth-616)
6257,http://marvel.wikia.com/wiki/Donald_Lamaze_(Earth-616),Donald Lamaze (Earth-616)
6258,http://marvel.wikia.com/wiki/Donald_McGill_(Earth-616),Donald McGill (Earth-616)
6259,http://marvel.wikia.com/wiki/Donald_Meland_(Earth-616),Donald Meland (Earth-616)
6260,http://marvel.wikia.com/wiki/Donald_Menken_(Earth-616),Donald Menken (Earth-616)
6261,http://marvel.wikia.com/wiki/Donald_Phillips_(Earth-616),Donald Phillips (Earth-616)
6262,http://marvel.wikia.com/wiki/Donald_Pierce_(Earth-616),Donald Pierce (Earth-616)
6263,http://marvel.wikia.com/wiki/Donald_Planet_(Earth-616),Donald Planet (Earth-616)
6264,http://marvel.wikia.com/wiki/Donald_Rumsfeld_(Earth-616),Donald Rumsfeld (Earth-616)
6265,http://marvel.wikia.com/wiki/Donald_Sample_(Earth-616),Donald Sample (Earth-616)
6266,http://marvel.wikia.com/wiki/Donald_Saxton_(Earth-616),Donald Saxton (Earth-616)
6267,http://marvel.wikia.com/wiki/Donald_Smithfield_(Earth-616),Donald Smithfield (Earth-616)
6268,http://marvel.wikia.com/wiki/Donald_Stuvig_(Earth-616),Donald Stuvig (Earth-616)
6269,http://marvel.wikia.com/wiki/Donald_Trask_III_(Earth-616),Donald Trask III (Earth-616)
6270,http://marvel.wikia.com/wiki/Donald_Trump_(Earth-616),Donald Trump (Earth-616)
6271,http://marvel.wikia.com/wiki/Donald_Walsh_(Earth-616),Donald Walsh (Earth-616)
6272,http://marvel.wikia.com/wiki/Donarr_(Earth-616),Donarr (Earth-616)
6273,http://marvel.wikia.com/wiki/Dong_Parks_(Earth-616),Dong Parks (Earth-616)
6274,http://marvel.wikia.com/wiki/Doniva_(Earth-616),Doniva (Earth-616)
6275,http://marvel.wikia.com/wiki/Donna_(Spartoi)_(Earth-616),Donna (Spartoi) (Earth-616)
6276,http://marvel.wikia.com/wiki/Donna_Altieri_(Earth-616),Donna Altieri (Earth-616)
6277,http://marvel.wikia.com/wiki/Donna_Bliss_(Earth-616),Donna Bliss (Earth-616)
6278,http://marvel.wikia.com/wiki/Donna_Carter_(Earth-616),Donna Carter (Earth-616)
6279,http://marvel.wikia.com/wiki/Donna_Castle_(Earth-616),Donna Castle (Earth-616)
6280,http://marvel.wikia.com/wiki/Donna_Diego_(Earth-616),Donna Diego (Earth-616)
6281,http://marvel.wikia.com/wiki/Donna_Funaro_(Earth-616),Donna Funaro (Earth-616)
6282,http://marvel.wikia.com/wiki/Donna_Gardner_(Earth-616),Donna Gardner (Earth-616)
6283,http://marvel.wikia.com/wiki/Donna_Garth_(Earth-616),Donna Garth (Earth-616)
6284,http://marvel.wikia.com/wiki/Donna_Kiel_(Earth-616),Donna Kiel (Earth-616)
6285,http://marvel.wikia.com/wiki/Donna_Maria_Puentes_(Earth-616),Donna Maria Puentes (Earth-616)
6286,http://marvel.wikia.com/wiki/Donna_Schragis_(Earth-616),Donna Schragis (Earth-616)
6287,http://marvel.wikia.com/wiki/Donna_Strange_(Earth-616),Donna Strange (Earth-616)
6288,http://marvel.wikia.com/wiki/Donna_the_Designer_(Earth-616),Donna the Designer (Earth-616)
6289,http://marvel.wikia.com/wiki/Donna-Lee_Dover_(Earth-616),Donna-Lee Dover (Earth-616)
6290,http://marvel.wikia.com/wiki/Donnie_Kinmont_(Earth-616),Donnie Kinmont (Earth-616)
6291,http://marvel.wikia.com/wiki/Donovan_Gorman_(Earth-616),Donovan Gorman (Earth-616)
6292,http://marvel.wikia.com/wiki/Donovan_Zane_(Earth-616),Donovan Zane (Earth-616)
6293,http://marvel.wikia.com/wiki/Dontrell_Hamilton_(Earth-616),Dontrell Hamilton (Earth-616)
6294,http://marvel.wikia.com/wiki/Donyell_Taylor_(Earth-616),Donyell Taylor (Earth-616)
6295,http://marvel.wikia.com/wiki/Doom-bot_(Earth-616),Doom-bot (Earth-616)
6296,http://marvel.wikia.com/wiki/Doombot_(Avenger)_(Earth-616),Doombot (Avenger) (Earth-616)
6297,http://marvel.wikia.com/wiki/Doombot_(Doom-Head)_(Earth-616),Doombot (Doom-Head) (Earth-616)
6298,http://marvel.wikia.com/wiki/Doombringer_(Assassin)_(Earth-616),Doombringer (Assassin) (Earth-616)
6299,http://marvel.wikia.com/wiki/Doombringer_(Earth-616),Doombringer (Earth-616)
6300,http://marvel.wikia.com/wiki/Doomsday_Man_(Earth-616),Doomsday Man (Earth-616)
6301,http://marvel.wikia.com/wiki/Doomsman_II_(Earth-616),Doomsman II (Earth-616)
6302,http://marvel.wikia.com/wiki/Doomsmith_(Eurth)_(Earth-616),Doomsmith (Eurth) (Earth-616)
6303,http://marvel.wikia.com/wiki/Doop_(Earth-616),Doop (Earth-616)
6304,http://marvel.wikia.com/wiki/Doormat_Noonan_(Earth-616),Doormat Noonan (Earth-616)
6305,http://marvel.wikia.com/wiki/Dora_Blaine_(Earth-616),Dora Blaine (Earth-616)
6306,http://marvel.wikia.com/wiki/Dora_Knight_(Earth-616),Dora Knight (Earth-616)
6307,http://marvel.wikia.com/wiki/Dora_Livingstone_(Earth-616),Dora Livingstone (Earth-616)
6308,http://marvel.wikia.com/wiki/Dora_Scott_(Earth-616),Dora Scott (Earth-616)
6309,http://marvel.wikia.com/wiki/Doreen_(Earth-616),Doreen (Earth-616)
6310,http://marvel.wikia.com/wiki/Doreen_Green_(Earth-616),Doreen Green (Earth-616)
6311,http://marvel.wikia.com/wiki/Doreen_Greenwald_(Earth-616),Doreen Greenwald (Earth-616)
6312,http://marvel.wikia.com/wiki/Dorhun_(Earth-616),Dorhun (Earth-616)
6313,http://marvel.wikia.com/wiki/Dorian_(Punk_Kid)_(Earth-616),Dorian (Punk Kid) (Earth-616)
6314,http://marvel.wikia.com/wiki/Dorian_Green_(Earth-616),Dorian Green (Earth-616)
6315,http://marvel.wikia.com/wiki/Dorian_Murdstone_(Earth-616),Dorian Murdstone (Earth-616)
6316,http://marvel.wikia.com/wiki/Doris_(Inhuman)_(Earth-616),Doris (Inhuman) (Earth-616)
6317,http://marvel.wikia.com/wiki/Doris_Bray_(Earth-616),Doris Bray (Earth-616)
6318,http://marvel.wikia.com/wiki/Doris_Evans_(Earth-616),Doris Evans (Earth-616)
6319,http://marvel.wikia.com/wiki/Doris_Ford_(Earth-616),Doris Ford (Earth-616)
6320,http://marvel.wikia.com/wiki/Doris_Horton_(Earth-616),Doris Horton (Earth-616)
6321,http://marvel.wikia.com/wiki/Doris_Jacquet_(Earth-616),Doris Jacquet (Earth-616)
6322,http://marvel.wikia.com/wiki/Doris_Nelson_(Earth-616),Doris Nelson (Earth-616)
6323,http://marvel.wikia.com/wiki/Doris_Parks_(Earth-616),Doris Parks (Earth-616)
6324,http://marvel.wikia.com/wiki/Doris_Pym_(Earth-616),Doris Pym (Earth-616)
6325,http://marvel.wikia.com/wiki/Doris_Raxton_(Earth-616),Doris Raxton (Earth-616)
6326,http://marvel.wikia.com/wiki/Doris_Smith_(Earth-616),Doris Smith (Earth-616)
6327,http://marvel.wikia.com/wiki/Doris_Stipple_(Earth-616),Doris Stipple (Earth-616)
6328,http://marvel.wikia.com/wiki/Doris_Urich_(Earth-616),Doris Urich (Earth-616)
6329,http://marvel.wikia.com/wiki/Dorma_(Clones)_(Earth-616),Dorma (Clones) (Earth-616)
6330,http://marvel.wikia.com/wiki/Dorma_(Earth-616),Dorma (Earth-616)
6331,http://marvel.wikia.com/wiki/Dorma_(Heroes_Reborn)_(Earth-616),Dorma (Heroes Reborn) (Earth-616)
6332,http://marvel.wikia.com/wiki/Dormammu_(Earth-616),Dormammu (Earth-616)
6333,http://marvel.wikia.com/wiki/Dormouse_(Earth-616),Dormouse (Earth-616)
6334,http://marvel.wikia.com/wiki/Dorno_(Earth-616),Dorno (Earth-616)
6335,http://marvel.wikia.com/wiki/Dorothy_Alleyne_(Earth-616),Dorothy Alleyne (Earth-616)
6336,http://marvel.wikia.com/wiki/Dorothy_Bixby_(Earth-616),Dorothy Bixby (Earth-616)
6337,http://marvel.wikia.com/wiki/Dorothy_Cardoza_(Earth-616),Dorothy Cardoza (Earth-616)
6338,http://marvel.wikia.com/wiki/Dorothy_Carlysle_(Earth-616),Dorothy Carlysle (Earth-616)
6339,http://marvel.wikia.com/wiki/Dorothy_Mayson_(Earth-616),Dorothy Mayson (Earth-616)
6340,http://marvel.wikia.com/wiki/Dorothy_McConnell_(Earth-616),Dorothy McConnell (Earth-616)
6341,http://marvel.wikia.com/wiki/Dorrek_(Earth-616),Dorrek (Earth-616)
6342,http://marvel.wikia.com/wiki/Dorrek_Supreme_(Earth-616),Dorrek Supreme (Earth-616)
6343,http://marvel.wikia.com/wiki/Dorrek_VII_(Earth-616),Dorrek VII (Earth-616)
6344,http://marvel.wikia.com/wiki/Dotty_Benson_(Earth-616),Dotty Benson (Earth-616)
6345,http://marvel.wikia.com/wiki/Double_Helix_(Earth-616),Double Helix (Earth-616)
6346,http://marvel.wikia.com/wiki/Double_Trouble_(Earth-616),Double Trouble (Earth-616)
6347,http://marvel.wikia.com/wiki/Double-Beard_(Earth-616),Double-Beard (Earth-616)
6348,http://marvel.wikia.com/wiki/Doug_and_Jerry_(Earth-616),Doug and Jerry (Earth-616)
6349,http://marvel.wikia.com/wiki/Doug_Barber_(Earth-616),Doug Barber (Earth-616)
6350,http://marvel.wikia.com/wiki/Doug_Hazelton_(Earth-616),Doug Hazelton (Earth-616)
6351,http://marvel.wikia.com/wiki/Doug_Hsu_(Earth-616),Doug Hsu (Earth-616)
6352,http://marvel.wikia.com/wiki/Doug_Johnson_(Earth-616),Doug Johnson (Earth-616)
6353,http://marvel.wikia.com/wiki/Doug_Johnson_III_(Earth-616),Doug Johnson III (Earth-616)
6354,http://marvel.wikia.com/wiki/Doug_Lewis_(Earth-616),Doug Lewis (Earth-616)
6355,http://marvel.wikia.com/wiki/Doug_Moench_(Earth-616),Doug Moench (Earth-616)
6356,http://marvel.wikia.com/wiki/Doug_Powell_(Earth-616),Doug Powell (Earth-616)
6357,http://marvel.wikia.com/wiki/Doug_Stone_(Earth-616),Doug Stone (Earth-616)
6358,http://marvel.wikia.com/wiki/Doug_Taggert_(Earth-616),Doug Taggert (Earth-616)
6359,http://marvel.wikia.com/wiki/Doug_Webster_(Earth-616),Doug Webster (Earth-616)
6360,http://marvel.wikia.com/wiki/Dougal_Bogg_(Earth-616),Dougal Bogg (Earth-616)
6361,http://marvel.wikia.com/wiki/Doughboy_(Earth-616),Doughboy (Earth-616)
6362,http://marvel.wikia.com/wiki/Dougie_(Dog)_(Earth-616),Dougie (Dog) (Earth-616)
6363,http://marvel.wikia.com/wiki/Dougie_Anthony_(Earth-616),Dougie Anthony (Earth-616)
6364,http://marvel.wikia.com/wiki/Dougie_Horton_(Earth-616),Dougie Horton (Earth-616)
6365,http://marvel.wikia.com/wiki/Douglas_Birely_(Earth-616),Douglas Birely (Earth-616)
6366,http://marvel.wikia.com/wiki/Douglas_Brenner_(Earth-616),Douglas Brenner (Earth-616)
6367,http://marvel.wikia.com/wiki/Douglas_Carmody_(Earth-616),Douglas Carmody (Earth-616)
6368,http://marvel.wikia.com/wiki/Douglas_Hutchinson_(Earth-616),Douglas Hutchinson (Earth-616)
6369,http://marvel.wikia.com/wiki/Douglas_MacArthur_(Earth-616),Douglas MacArthur (Earth-616)
6370,http://marvel.wikia.com/wiki/Douglas_Mills_(Earth-616),Douglas Mills (Earth-616)
6371,http://marvel.wikia.com/wiki/Douglas_Moore_(Earth-616),Douglas Moore (Earth-616)
6372,http://marvel.wikia.com/wiki/Douglas_Ramsey_(Earth-616),Douglas Ramsey (Earth-616)
6373,http://marvel.wikia.com/wiki/Douglas_Rockwell_(Earth-616),Douglas Rockwell (Earth-616)
6374,http://marvel.wikia.com/wiki/Douglas_Royce_(Earth-616),Douglas Royce (Earth-616)
6375,http://marvel.wikia.com/wiki/Douglas_Scott_(Earth-616),Douglas Scott (Earth-616)
6376,http://marvel.wikia.com/wiki/Douglas_Scruggs_(Earth-616),Douglas Scruggs (Earth-616)
